time,PRN 2023,Today
08:00,0,
09:00,10.53150685,
10:00,21.0630137,
11:00,30.54136986,
12:00,40.01972603,
13:00,48.44493151,
14:00,55.8169863,
15:00,63.1890411,
16:00,70.56109589,
17:00,73.72054795,
18:00,76.88,
